rank,name,rating,url,location_coordinate,location_country,location_region,elevation_top_m,elevation_difference_m,total_slope_length_km,number_of_lifts,number_of_slopes,annual_snowfall_cm,number_of_matches
1524,Eggberge,880.9,https://www.eggberge.ch/skilift/,"{'lat': '46.8800', 'long': '8.6333'}",Switzerland,Uri,1740.0,280.0,8.0,2.0,2.0,200.0,1
1525,Monesi di Triora,880.9,http://monesiski.it/,"{'lat': '44.0424', 'long': '7.7800'}",Italy,Liguria,2164.0,775.0,9.0,2.0,3.0,200.0,1
1526,Vångabacken,880.9,https://vangabacken.com/,"{'lat': '56.1143', 'long': '14.4951'}",Sweden,Skåne,162.0,132.0,1.3,3.0,3.0,50.0,1
1527,Argentera,880.9,https://www.facebook.com/argenteraski/,"{'lat': '44.3718', 'long': '7.0735'}",Italy,Piedmont,2480.0,850.0,20.0,4.0,3.0,250.0,1
1528,Mullsjö Alpin,880.8,https://mullsjoalpin.se/,"{'lat': '57.9253', 'long': '13.8825'}",Sweden,Jönköping,330.0,95.0,4.0,5.0,3.0,100.0,1
1529,Makinoiri Kogen,880.7,https://makinoiri.com/,"{'lat': '36.8995', 'long': '138.4372'}",Japan,Nagano Prefecture,865.0,244.0,3.0,3.0,3.0,300.0,1
1530,Ishizuchi,880.6,https://www.ishizuchi.com/,"{'lat': '33.7671', 'long': '133.0812'}",Japan,Ehime Prefecture,1383.0,120.0,1.3,5.0,3.0,200.0,1
1531,Jochgrimm,880.6,https://jochgrimm.com/,"{'lat': '46.3804', 'long': '11.4676'}",Italy,Trentino-Alto Adige/Südtirol,2223.0,385.0,7.0,4.0,3.0,160.0,1
1532,Hornlift – Fröhnd,880.6,https://www.sc-froehnd.de/der-skilift/,"{'lat': '47.789', 'long': '7.907'}",Germany,Lörrach,1000.0,300.0,2.8,1.0,3.0,120.0,1
1533,Børgefjellsenteret,880.5,https://www.facebook.com/Borgefjellsenteret/,"{'lat': '64.8725', 'long': '13.3278'}",Norway,Trøndelag,583.0,122.0,3.0,2.0,2.0,200.0,1
1534,Itsukamachi,880.5,http://www.itsukamachi.jp/,"{'lat': '37.1576', 'long': '138.8793'}",Japan,Niigata Prefecture,480.0,314.0,7.0,4.0,3.0,300.0,1
1535,Sellata,880.5,https://www.skisellata.it/,"{'lat': '40.5067', 'long': '15.7648'}",Italy,Basilicata,1724.0,349.0,4.0,3.0,3.0,150.0,1
1536,Crystal Mountain,880.4,https://www.crystalmountain.com/,"{'lat': '44.5202', 'long': '-85.9928'}",USA,Michigan,359.0,114.0,4.9,7.0,3.0,250.0,1
1537,Passy Plaine Joux,880.4,https://www.passy-mont-blanc.com/,"{'lat': '45.9241', 'long': '6.7496'}",France,Haute-Savoie,1740.0,400.0,12.0,7.0,3.0,150.0,1
1538,Skaidi,880.3,https://www.skaidialpin.no,"{'lat': '70.4950', 'long': '24.7083'}",Norway,Troms og Finnmark,290.0,235.0,5.0,2.0,3.0,200.0,1
1539,Presolana,880.3,https://www.presolana.family/,"{'lat': '45.9181', 'long': '10.1015'}",Italy,Lombardy,1368.0,174.0,3.0,5.0,3.0,200.0,1
1540,Hiittenharju,880.3,http://www.harjavallanjymy.fi/hiittenharjun-hiihtokeskus,"{'lat': '61.2958', 'long': '22.1667'}",Finland,Satakunta,72.0,35.0,1.0,2.0,1.0,500.0,1
1541,Uuperin rinteet,880.2,https://uuperinrinteet.fi/,"{'lat': '60.5939', 'long': '27.045'}",Finland,Kymenlaakso,71.0,49.0,2.0,3.0,2.0,50.0,1
1542,Jack Frost Mountain,880.2,https://www.jfbb.com/,"{'lat': '41.1080', 'long': '-75.5677'}",USA,Pennsylvania,610.0,183.0,12.0,8.0,12.0,200.0,1
1543,Tramelan,880.2,https://www.teleski-tramelan.ch/,"{'lat': '47.2233', 'long': '7.1023'}",Switzerland,Bern,1228.0,308.0,14.0,3.0,3.0,150.0,1
1544,Hirvensalo,880.2,https://www.hirvensalo.fi/,"{'lat': '60.4214', 'long': '22.2474'}",Finland,Länsi-Suomen lääni,55.0,50.0,1.5,3.0,1.0,50.0,1
1545,Hundseck,880.1,https://www.hundseck.de/,"{'lat': '48.6809', 'long': '8.2042'}",Germany,Rastatt,1002.0,112.0,2.0,2.0,3.0,80.0,1
1546,Val d'Irène,880.1,https://valdi.ski/,"{'lat': '48.406164', 'long': '-67.886561'}",Canada,Quebec,700.0,274.0,13.0,2.0,13.0,500.0,1
1547,Lauenen,880.0,http://skilift-lauenen.ch/,"{'lat': '46.4298', 'long': '7.2597'}",Switzerland,Canton of Bern,1400.0,160.0,2.0,1.0,2.0,200.0,1
1548,Moose Mountain,880.0,http://www.shredthemoose.com,"{'lat': '64.9373', 'long': '-147.7221'}",USA,Alaska,595.0,388.0,25.0,1.0,25.0,300.0,1
1549,Pine Creek,879.9,https://www.pinecreekskiresort.com/,"{'lat': '42.0898', 'long': '-110.9649'}",USA,Wyoming,2508.0,413.0,16.0,1.0,3.0,300.0,1
1550,Hiroshima Kenmin no Mori,879.8,https://www.kenmori.jp/,"{'lat': '34.8345', 'long': '132.7581'}",Japan,Hiroshima Prefecture,1080.0,250.0,3.0,3.0,3.0,150.0,1
1551,Finse Skisenter,879.8,http://www.finseskisenter.no,"{'lat': '60.6028', 'long': '7.5038'}",Norway,Vestland,1440.0,201.0,2.0,1.0,2.0,300.0,1
1552,Butternut,879.7,https://skibutternut.com/,"{'lat': '42.1732', 'long': '-73.3274'}",USA,Massachusetts,540.0,290.0,22.0,5.0,22.0,180.0,1
1553,Canada Olympic Park,879.7,https://www.winsport.ca/,"{'lat': '51.0787', 'long': '-114.2155'}",Canada,Alberta,1250.0,120.0,4.0,6.0,2.0,150.0,1
1554,Showdown,879.7,https://www.showdownmontana.com/,"{'lat': '46.8406', 'long': '-110.7000'}",USA,Montana,2500.0,410.0,20.0,3.0,3.0,250.0,1
1555,St. Martin im Tennengebirge,879.7,https://www.stmartin.info/,"{'lat': '47.4550', 'long': '13.3728'}",Austria,St. Johann im Pongau,1210.0,255.0,3.0,2.0,3.0,150.0,1
1556,Harper Mountain,879.6,http://www.harpermountain.com,"{'lat': '50.6445', 'long': '-120.1343'}",Canada,British Columbia,1520.0,425.0,20.0,3.0,3.0,300.0,1
1557,Skillevollen,879.6,https://skillevollen.no/,"{'lat': '66.3235', 'long': '14.1411'}",Norway,Nordland,314.0,276.0,2.7,2.0,2.0,200.0,1
1558,Kamui Misaka,879.6,http://misaka.kamuisp.com,"{'lat': '35.573', 'long': '138.800'}",Japan,Yamanashi Prefecture,1060.0,178.0,4.0,4.0,3.0,250.0,1
1559,Steilia,879.4,http://www.bardualpin.com/,"{'lat': '68.8678', 'long': '18.3330'}",Norway,Troms og Finnmark,375.0,289.0,2.7,1.0,2.0,200.0,1
1560,Rossberg,879.4,https://www.rossbergoberwil.ch/,"{'lat': '46.6297', 'long': '7.4231'}",Switzerland,Bern,1464.0,316.0,7.0,2.0,3.0,200.0,1
1561,Canaan Valley,879.4,https://www.canaanresort.com/,"{'lat': '39.0057', 'long': '-79.4381'}",USA,West Virginia,1304.0,259.0,10.0,4.0,10.0,200.0,1
1562,Mont Comi,879.2,https://mont-comi.ca/,"{'lat': '48.6400', 'long': '-68.2167'}",Canada,Quebec,575.0,306.0,14.0,4.0,12.0,450.0,1
1563,Hohwald,879.2,https://www.skilift-hohwald.ch/,"{'lat': '46.6933', 'long': '7.7741'}",Switzerland,Bern,1605.0,314.0,4.0,3.0,3.0,150.0,1
1564,Owani Onsen,879.2,http://www.owani-ski.com/,"{'lat': '40.5233', 'long': '140.5747'}",Japan,Aomori Prefecture,550.0,338.0,10.6,3.0,10.0,300.0,1
1565,Daisen – Masumizu Kogen,879.2,https://www.masumizu.net/ski/english.html,"{'lat': '35.3725', 'long': '133.5417'}",Japan,Tottori Prefecture,865.0,145.0,0.7,1.0,2.0,300.0,1
1566,Kokonniemi,879.2,https://www.kokon.fi/,"{'lat': '60.3913', 'long': '25.6667'}",Finland,Uusimaa,57.0,54.0,2.5,4.0,4.0,50.0,1
1567,Kissing Bridge,879.1,https://www.kbski.com/,"{'lat': '42.6029', 'long': '-78.6395'}",USA,New York,520.0,142.0,18.0,8.0,18.0,250.0,1
1568,Schulenberg Skialpinum,879.1,https://www.outdoorwerkstatt.eu/,"{'lat': '51.8537', 'long': '10.4733'}",Germany,Goslar,645.0,165.0,2.6,2.0,3.0,120.0,1
1569,Kreuzberg,879.0,http://www.skilifte-kreuzberg.de/,"{'lat': '50.3456', 'long': '10.0458'}",Germany,Rhön-Grabfeld,928.0,318.0,13.0,4.0,3.0,100.0,1
1570,Teichalm-Fladnitz,878.9,https://www.teichalmlifte.at/,"{'lat': '47.3486', 'long': '15.4993'}",Austria,Graz-Umgebung,1450.0,250.0,5.6,5.0,7.0,120.0,1
1571,La Poya,878.9,"https://www.chamonix.com/domaine-station-de-la-poya,48-72357,fr.html","{'lat': '46.0024', 'long': '6.9278'}",France,Haute-Savoie,1550.0,200.0,2.0,4.0,2.0,400.0,1
1572,Paljakka,878.8,https://paljakka.fi/,"{'lat': '64.6247', 'long': '27.6831'}",Finland,Kainuu,340.0,169.0,9.0,4.0,8.0,150.0,1
1573,Ruhestein,878.7,https://www.skilift-ruhestein.de/,"{'lat': '48.5220', 'long': '8.2184'}",Germany,Ortenaukreis,1014.0,99.0,1.0,2.0,1.0,100.0,1
1574,Sassotetto,878.7,https://www.sarnanoneve.it/,"{'lat': '43.0247', 'long': '13.2982'}",Italy,Marche,1592.0,303.0,11.5,7.0,3.0,150.0,1
1575,Col de Porte,878.7,https://www.coldeporte.fr/,"{'lat': '45.2589', 'long': '5.7596'}",France,Isère,1760.0,560.0,5.0,6.0,3.0,250.0,1
1576,Black River Basin,878.7,https://www.snowriver.com/,"{'lat': '46.5231', 'long': '-90.0214'}",USA,Michigan,510.0,149.0,10.0,6.0,10.0,250.0,1
1577,Mont Ste-Marie,878.7,https://montstemarie.com/,"{'lat': '45.8487', 'long': '-75.8082'}",Canada,Quebec,580.0,380.0,10.0,4.0,4.0,300.0,1
1578,Campo Stella,878.6,https://www.skiresort.info/ski-resort/campo-stella-leonessa/,"{'lat': '42.5682', 'long': '12.9600'}",Italy,Lazio,1696.0,567.0,14.0,2.0,3.0,200.0,1
1579,Akan Royal Valley,878.4,https://www.akanroyalvalley.jp/,"{'lat': '43.5303', 'long': '144.0928'}",Japan,Hokkaido,135.0,100.0,1.2,1.0,1.0,500.0,1
1580,Dogoyama Kogen,878.4,https://www.dogoyamakogen.com/,"{'lat': '34.4898', 'long': '132.2561'}",Japan,Hiroshima Prefecture,1050.0,350.0,5.0,2.0,3.0,200.0,1
1581,Val Formazza,878.3,https://valformazza.it/sci-alpino/,"{'lat': '46.365', 'long': '8.447'}",Italy,Piedmont,1772.0,474.0,3.0,3.0,3.0,200.0,1
1582,Springenboden,878.3,http://www.skilifte-springenboden.ch/,"{'lat': '46.6406', 'long': '7.5244'}",Switzerland,Bern,1525.0,318.0,6.0,3.0,3.0,200.0,1
1583,Murray Ridge,878.3,https://www.murrayridge.com/,"{'lat': '54.4561', 'long': '-124.2539'}",Canada,British Columbia,1405.0,510.0,22.0,2.0,15.0,250.0,1
1584,Las Vegas Ski and Snowboard Resort,878.3,https://www.leecanyonlv.com/,"{'lat': '36.3093', 'long': '-115.6777'}",USA,Nevada,2856.0,206.0,7.0,5.0,3.0,250.0,1
1585,Obersalzberg,878.3,https://www.skigebiet-berchtesgaden.de/,"{'lat': '47.6263', 'long': '13.0349'}",Germany,Berchtesgadener Land,945.0,150.0,3.0,5.0,2.0,120.0,1
1586,Falkfångarfjället,878.3,https://www.bydalsfjallen.se/,"{'lat': '63.1800', 'long': '13.5670'}",Sweden,Jämtland,740.0,150.0,1.5,1.0,1.0,250.0,1
1587,Echo Mountain,878.2,https://echomtn.com/,"{'lat': '39.6862', 'long': '-105.5821'}",USA,Colorado,3401.0,201.0,3.0,3.0,3.0,300.0,1
1588,Snowy Range,878.2,https://www.snowyrangeski.com/,"{'lat': '41.3517', 'long': '-106.2211'}",USA,Wyoming,2945.0,267.0,16.0,4.0,16.0,300.0,1
1589,Kutsuki,878.1,https://kutsuki-snowpark.com/,"{'lat': '35.3456', 'long': '136.1437'}",Japan,Shiga Prefecture,578.0,136.0,3.0,3.0,3.0,400.0,1
1590,Chanavey,878.1,https://rhemesvacanze.it/,"{'lat': '45.613', 'long': '7.160'}",Italy,Gran Paradiso,2131.0,408.0,6.0,1.0,6.0,300.0,1
1591,Mount Timothy,878.1,https://www.skitimothy.com/,"{'lat': '52.1834', 'long': '-121.3678'}",Canada,British Columbia,1660.0,310.0,24.0,4.0,3.0,300.0,1
1592,Eck-Riedelstein,878.1,http://www.skieck.de,"{'lat': '49.168516', 'long': '12.992258'}",Germany,Cham,1070.0,229.0,5.0,2.0,3.0,150.0,1
1593,Fallbachhang,878.1,https://www.snowpark-oberhof.de/,"{'lat': '50.711368', 'long': '10.729335'}",Germany,Schmalkalden-Meiningen,835.0,117.0,0.8,2.0,1.0,50.0,1
1594,Wexl Arena,878.1,https://www.wexlarena.at/,"{'lat': '47.592778', 'long': '16.027778'}",Austria,Neunkirchen,1039.0,199.0,2.0,5.0,2.0,150.0,1
1595,Bygdsiljumsbacken,878.1,https://bygdsiljumsbacken.se/,"{'lat': '64.3433', 'long': '20.0200'}",Sweden,Västerbotten,239.0,125.0,6.0,5.0,6.0,200.0,1
1596,L'Orient,878.0,http://www.myvalleedejoux.ch/,"{'lat': '46.6167', 'long': '6.2833'}",Switzerland,Vaud,1283.0,273.0,6.0,2.0,3.0,200.0,1
1597,Whitetail,878.0,https://www.skiwhitetail.com/,"{'lat': '39.7434', 'long': '-77.9333'}",USA,Pennsylvania,545.0,284.0,10.0,6.0,8.0,100.0,1
1598,Goulier,878.0,https://www.goulier-neige.fr/,"{'lat': '42.7667', 'long': '1.5000'}",France,Ariège,1807.0,327.0,6.0,4.0,3.0,150.0,1
1599,Peuramaa,878.0,https://www.peuramaa.fi/,"{'lat': '60.1797', 'long': '24.5105'}",Finland,Uusimaa,75.0,55.0,1.3,3.0,2.0,50.0,1
1600,Balmberg,877.9,https://www.balmberg.ch/,"{'lat': '47.2582', 'long': '7.5301'}",Switzerland,Solothurn,1270.0,208.0,5.0,3.0,3.0,200.0,1
1601,Gopshusbacken,877.8,https://www.svenskalag.se/ifkmora-alpina-gopshusbacken,"{'lat': '61.0183', 'long': '14.5311'}",Sweden,Dalarna,429.0,194.0,2.0,2.0,2.0,200.0,1
1602,Raggal,877.7,http://www.skilifte-raggal.com,"{'lat': '47.2310', 'long': '9.8240'}",Austria,Bludenz,1300.0,320.0,7.0,4.0,3.0,150.0,1
1603,Crotched Mountain,877.7,https://www.crotchedmtn.com/,"{'lat': '42.9508', 'long': '-71.8507'}",USA,New Hampshire,630.0,268.0,8.0,4.0,8.0,150.0,1
1604,Ibuki no Sato,877.7,https://www.ibukinosato.co.jp/,"{'lat': '34.9876', 'long': '133.7333'}",Japan,Okayama Prefecture,850.0,200.0,2.0,3.0,3.0,120.0,1
1605,Prägraten am Großvenediger,877.6,https://www.praegraten.info/Unser_Dorf/Familienskigebiet_Praegraten_a_G_,"{'lat': '47.0123', 'long': '12.3274'}",Austria,Bezirk Lienz,1440.0,128.0,2.0,2.0,3.0,250.0,1
1606,Hautacam,877.5,https://www.hautacam.com/,"{'lat': '42.9778', 'long': '-0.0625'}",France,Hautes-Pyrénées,1733.0,239.0,20.0,7.0,20.0,250.0,1
1607,Markbuchen/Predigtstuhl,877.4,https://www.predigtstuhl-arena.de/,"{'lat': '49.0043', 'long': '12.8227'}",Germany,Straubing-Bogen,1024.0,174.0,4.0,5.0,4.0,120.0,1
1608,Fjellhaugen Skisenter,877.3,https://fjellhaugen.no/,"{'lat': '60.0093', 'long': '5.8590'}",Norway,Vestland,695.0,175.0,4.0,2.0,3.0,200.0,1
1609,Obdach,877.3,https://schilift-obdach.at/,"{'lat': '47.0711', 'long': '14.5978'}",Austria,Murtal,1193.0,294.0,2.0,1.0,2.0,100.0,1
1610,Titus Mountain,877.3,https://www.titusmountain.com/,"{'lat': '44.8483', 'long': '-74.2290'}",USA,New York,617.0,294.0,27.0,9.0,27.0,200.0,1
1611,Pintura – Bolognola,877.3,https://www.bolognolaski.it/,"{'lat': '43.0005', 'long': '13.2787'}",Italy,Marche,1695.0,415.0,8.0,5.0,3.0,150.0,1
1612,Cuchara Mountain Park,877.2,https://www.cucharamountainpark.org/,"{'lat': '37.3544', 'long': '-105.0997'}",USA,Colorado,3294.0,475.0,6.0,1.0,6.0,300.0,1
1613,Wildewiese,877.2,https://www.wildewiese.de/,"{'lat': '51.2653', 'long': '8.0166'}",Germany,Hochsauerlandkreis,645.0,115.0,6.0,4.0,3.0,100.0,1
1614,Campo Catino,877.1,https://www.campocatino.eu/,"{'lat': '41.7933', 'long': '13.3036'}",Italy,Lazio,1997.0,377.0,12.0,4.0,12.0,150.0,1
1615,Storklinta,877.1,http://www.storklinta.se,"{'lat': '65.0846', 'long': '20.0173'}",Sweden,Västerbotten,500.0,185.0,3.5,3.0,3.0,150.0,1
1616,Arnsberg,877.0,https://www.arnsberglifte.de/,"{'lat': '50.4159', 'long': '10.0306'}",Germany,Rhön-Grabfeld,843.0,253.0,9.5,4.0,3.0,120.0,1
1617,La Covatilla,877.0,https://sierradebejar-lacovatilla.com/,"{'lat': '40.3867', 'long': '-5.7560'}",Spain,Castile-Leon,2368.0,391.0,26.0,4.0,3.0,200.0,1
1618,Pin Rouge,877.0,https://www.pinrouge.com/skialpin,"{'lat': '48.1614', 'long': '-65.8656'}",Canada,Quebec,500.0,450.0,10.5,1.0,10.0,350.0,1
1619,Mézenc,876.9,https://www.mezencloiresauvage.com/,"{'lat': '44.9197', 'long': '4.1269'}",France,Haute-Loire,1666.0,341.0,4.5,8.0,3.0,300.0,1
1620,Hochwechsellifts,876.9,https://www.schiregion.at/moenichwald/,"{'lat': '47.4531', 'long': '15.9344'}",Austria,Hartberg-Fürstenfeld,1266.0,270.0,5.0,4.0,5.0,120.0,1
1621,San Isidro,876.9,https://www.nieveleonsanisidro.com/,"{'lat': '42.9882', 'long': '-5.3356'}",Spain,Castile-Leon,2030.0,390.0,20.0,7.0,19.0,150.0,1
1622,Iberg,876.8,https://www.unser-iberg.de/,"{'lat': '47.6496', 'long': '10.0628'}",Germany,Lindau (Bodensee),960.0,220.0,2.5,2.0,3.0,80.0,1
1623,Valgrande Pajares,876.8,https://www.valgrande-pajares.com/,"{'lat': '43.0619', 'long': '-5.7233'}",Spain,Asturias,1840.0,385.0,22.0,5.0,3.0,200.0,1
1624,Bear Creek Mountain Resort,876.8,https://www.bcmountainresort.com/,"{'lat': '40.4797', 'long': '-75.6219'}",USA,Pennsylvania,335.0,155.0,10.0,4.0,10.0,125.0,1
1625,Mineyama Kogen,876.7,https://mineyama-kogen-resort.com/,"{'lat': '35.2523', 'long': '134.7083'}",Japan,Hyōgo Prefecture,1049.0,119.0,3.1,2.0,3.0,100.0,1
1626,Kiental,876.7,https://kiental-sesselbahn.ch/,"{'lat': '46.6217', 'long': '7.7179'}",Switzerland,Bern,1490.0,564.0,7.0,3.0,3.0,150.0,1
1627,Holzelfingen (Lichtenstein),876.7,https://www.wintersport-arena.com/,"{'lat': '48.4336', 'long': '9.2660'}",Germany,Reutlingen,801.0,75.0,3.0,5.0,3.0,50.0,1
1628,Minakami Kogen Fujiwara,876.6,https://fujiwaraski.com/,"{'lat': '36.75', 'long': '138.98'}",Japan,Gunma Prefecture,1000.0,150.0,3.7,3.0,3.0,300.0,1
1629,Riepenlift,876.6,https://www.kronplatzevents.com/de/events/riepenlift-antholz,"{'lat': '46.8653', 'long': '12.1017'}",Italy,Trentino-Alto Adige,1489.0,362.0,2.0,1.0,1.0,300.0,1
1630,Sollegg,876.5,https://www.skilift-sollegg.ch/,"{'lat': '47.3196', 'long': '9.3938'}",Switzerland,Appenzell Innerrhoden,1204.0,391.0,7.0,2.0,3.0,150.0,1
1631,Buffalo,876.5,https://www.buffaloskicenter.com/,"{'lat': '42.6776', 'long': '-78.7153'}",USA,New York,452.0,145.0,11.0,6.0,11.0,380.0,1
1632,Purnuvuori,876.5,https://www.purnu.com/,"{'lat': '61.1379', 'long': '25.0277'}",Finland,Päijät-Hämeen lääni,205.0,100.0,2.5,1.0,2.0,50.0,1
1633,Rathvel,876.5,https://www.rathvel.ch/,"{'lat': '46.4844', 'long': '6.9050'}",Switzerland,Fribourg,1491.0,280.0,8.0,4.0,4.0,150.0,1
1634,Caberfae Peaks,876.4,https://caberfaepeaks.com/,"{'lat': '44.2442', 'long': '-85.5655'}",USA,Michigan,467.0,110.0,11.0,5.0,11.0,300.0,1
1635,Sulitjelma Fjellandsby,876.4,https://sulitjelma-fjellandsby.no/,"{'lat': '67.1358', 'long': '16.0709'}",Norway,Nordland,558.0,138.0,7.0,1.0,3.0,230.0,1
1636,Toyama Kings,876.4,https://www.facebook.com/kings.toyama/,"{'lat': '36.5783', 'long': '137.3200'}",Japan,Toyama Prefecture,451.0,23.0,0.2,0.0,2.0,50.0,1
1637,Badger Pass,876.3,https://www.travelyosemite.com/winter/yosemite-ski-snowboard-area/downhill-skiing-snowboarding/,"{'lat': '37.6670', 'long': '-119.6639'}",USA,California,2440.0,245.0,10.0,5.0,3.0,300.0,1
1638,Siplo,876.3,https://siplo.no/,"{'lat': '61.2183', 'long': '6.0866'}",Norway,Vestland,810.0,285.0,1.7,2.0,3.0,300.0,1
1639,Terry Peak,876.2,https://terrypeak.com/,"{'lat': '44.3500', 'long': '-103.8270'}",USA,South Dakota,2130.0,330.0,16.0,4.0,16.0,200.0,1
1640,Riedlberg,876.2,https://www.skilift-riedlberg.de/,"{'lat': '49.0719', 'long': '13.0653'}",Germany,Regen,850.0,135.0,1.0,2.0,2.0,100.0,1
1641,Fairmont Hot Springs,876.2,https://www.fairmonthotsprings.com/,"{'lat': '50.3458', 'long': '-115.8634'}",Canada,British Columbia,1524.0,305.0,10.0,3.0,3.0,300.0,1
1642,Araragi Kogen,876.2,http://www.araragi.co.jp/ski,"{'lat': '35.8004', 'long': '137.8492'}",Japan,Nagano Prefecture,1305.0,160.0,2.0,2.0,3.0,300.0,1
1643,Steinberg am Rofan,876.1,https://www.christlum.at/,"{'lat': '47.5486', 'long': '11.7481'}",Austria,Schwaz,1250.0,200.0,1.0,3.0,2.0,150.0,1
1644,Iwakisan Hyakuzawa,876.1,https://www.hyakuzawa-ski.com/,"{'lat': '40.656', 'long': '140.316'}",Japan,Aomori Prefecture,747.0,424.0,4.4,4.0,3.0,300.0,1
1645,Voithenberg,876.1,https://www.stadtwerke-furth.de/baeder-skilift/skilift-loipen,"{'lat': '49.3121', 'long': '12.8405'}",Germany,Cham,893.0,275.0,3.9,2.0,3.0,150.0,1
1646,Sonnenberg,876.0,https://www.sonnenbergharz.de/,"{'lat': '51.6950', 'long': '10.5143'}",Germany,Göttingen,856.0,96.0,3.6,4.0,3.0,100.0,1
1647,Ventron,876.0,https://www.hotel-les-buttes.com/fr/tourisme/activites-ete-hiver.html,"{'lat': '47.9531', 'long': '6.7842'}",France,Vosges,1110.0,280.0,10.0,9.0,3.0,150.0,1
1648,Herrischried,876.0,https://skilifte-herrischried.de/,"{'lat': '47.6942', 'long': '8.0048'}",Germany,Waldshut,975.0,103.0,3.3,2.0,2.0,50.0,1
1649,Font d'Urle,876.0,https://www.lesstationsdeladrome.fr/stations/font-durle/,"{'lat': '44.8912', 'long': '5.3995'}",France,Drôme,1572.0,293.0,12.0,11.0,12.0,250.0,1
1650,St. Jakob im Walde,876.0,https://www.familienschiberg.at/,"{'lat': '47.4430', 'long': '15.8610'}",Austria,Bezirk Hartberg-Fürstenfeld,1200.0,200.0,4.0,4.0,3.0,100.0,1
1651,Onbara Kogen,875.9,https://www.ombara-kogen.com/ski/,"{'lat': '34.8600', 'long': '133.8225'}",Japan,Okayama Prefecture,946.0,179.0,5.0,5.0,5.0,150.0,1
1652,Labrador Mountain,875.9,https://www.skicny.com/labrador/,"{'lat': '42.7669', 'long': '-76.1167'}",USA,New York,570.0,210.0,17.0,4.0,3.0,250.0,1
1653,Massanutten,875.8,https://www.massresort.com/,"{'lat': '38.4038', 'long': '-78.7393'}",USA,Virginia,871.0,338.0,8.0,7.0,8.0,70.0,1
1654,Seeberg – Seewiesen,875.7,https://www.wsv-au.at/,"{'lat': '47.6136', 'long': '15.2215'}",Austria,Bruck-Mürzzuschlag,1399.0,241.0,6.0,2.0,6.0,200.0,1
1655,Eschenberg,875.6,https://www.eschenberglifte.de/,"{'lat': '51.3186', 'long': '8.6375'}",Germany,Hochsauerlandkreis,725.0,145.0,3.8,3.0,3.0,70.0,1
1656,Vårdkasen,875.6,https://www.harnosandsalpina.se/,"{'lat': '62.6286', 'long': '17.9376'}",Sweden,Västernorrland,168.0,108.0,2.0,3.0,2.0,150.0,1
1657,Påminne,875.5,http://www.paminne.com,"{'lat': '60.1324', 'long': '23.6711'}",Finland,Uusimaa,91.0,79.0,1.8,4.0,3.0,50.0,1
1658,Münster-Geschinen,875.5,https://www.skilift-muenster-geschinen.ch/,"{'lat': '46.4947', 'long': '8.2643'}",Switzerland,Valais,1645.0,282.0,3.0,2.0,3.0,400.0,1
1659,Bollekollen,875.4,http://www.bollekollen.nu/,"{'lat': '57.6736', 'long': '12.5679'}",Sweden,Västra Götaland,160.0,92.0,1.6,2.0,3.0,120.0,1
1660,Wasserkuppe,875.4,https://www.ski-und-rodelarena-wasserkuppe.de/wintersaison/,"{'lat': '50.4975', 'long': '9.9481'}",Germany,Fulda,935.0,215.0,3.9,7.0,3.0,75.0,1
1661,Saskadena Six,875.4,https://www.saskadenasix.com/,"{'lat': '43.6215', 'long': '-72.5033'}",USA,Vermont,411.0,191.0,10.0,3.0,3.0,200.0,1
1662,Mielakka,875.3,https://mielakka.com/,"{'lat': '60.8859', 'long': '26.5381'}",Finland,Kymenlaakso,99.0,34.0,1.4,3.0,3.0,60.0,1
1663,Tèct/Zinols,875.3,https://berguen-filisur.graubuenden.ch/de/aktivitaeten-erlebnisse/skifahren,"{'lat': '46.6327', 'long': '9.7471'}",Switzerland,Graubünden,1540.0,169.0,2.0,2.0,2.0,300.0,1
1664,Ikawa Kainayama,875.3,https://www.ikawaski.jp/,"{'lat': '33.866', 'long': '134.158'}",Japan,Tokushima Prefecture,1175.0,90.0,1.8,2.0,3.0,300.0,1
1665,Horseshoe Resort,875.3,https://horseshoeresort.com/,"{'lat': '44.5814', 'long': '-79.7983'}",Canada,Ontario,390.0,80.0,6.0,6.0,6.0,300.0,1
1666,Kongstind,875.2,https://www.facebook.com/Kongstind/,"{'lat': '68.2280', 'long': '14.5658'}",Norway,Nordland,257.0,235.0,1.0,2.0,1.0,300.0,1
1667,Timberline Summit Pass,875.2,https://summitskiarea.com/,"{'lat': '45.3045', 'long': '-121.7428'}",USA,Oregon,1312.0,93.0,4.0,1.0,2.0,500.0,1
1668,Antelope Butte,875.0,https://www.antelopebuttefoundation.org/,"{'lat': '44.6315', 'long': '-107.3169'}",USA,Wyoming,2865.0,305.0,20.0,3.0,16.0,200.0,1
1669,Meadowlark,875.0,https://www.lodgesofthebighorns.com/meadowlark-ski-lodge-wyoming.php,"{'lat': '44.1191', 'long': '-107.3601'}",USA,Wyoming,2828.0,243.0,10.0,3.0,3.0,300.0,1
1670,Wachusett Mountain,875.0,https://www.wachusett.com/,"{'lat': '42.5034', 'long': '-71.8865'}",USA,Massachusetts,611.0,305.0,12.0,4.0,12.0,150.0,1
1671,Müsella – La Punt,875.0,https://www.engadin.ch/de/ski-snowboard/kleine-skigebiete/skilift-musella-la-punt/,"{'lat': '46.5749', 'long': '9.9162'}",Switzerland,Graubünden,1787.0,89.0,1.0,2.0,1.0,200.0,1
